Jurisdictions,Year,url
Delaware,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Delaware.html
District of Columbia,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/District-of-Columbia.html
Florida,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Florida.html
Georgia,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Georgia.html
Hawaii,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Hawaii.html
Idaho,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Idaho.html
Illinois,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Illinois.html
Indiana,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Indiana.html
Iowa,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Iowa.html
Kansas,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Kansas.html
Kentucky,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Kentucky.html
Louisiana,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Louisiana.html
Maine,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Maine.html
Maryland,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Maryland.html
Massachusetts,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Massachusetts.html
Michigan,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Michigan.html
Minnesota,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Minnesota.html
Mississippi,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Mississippi.html
Missouri,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Missouri.html
Montana,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Montana.html
Nebraska,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Nebraska.html
Nevada,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Nevada.html
New Hampshire,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/New-Hampshire.html
New Jersey,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/New-Jersey.html
New Mexico,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/New-Mexico.html
New York,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/New-York.html
North Carolina,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/North-Carolina.html
North Dakota,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/North-Dakota.html
Ohio,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Ohio.html
Oklahoma,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Oklahoma.html
Oregon,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Oregon.html
Pennsylvania,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Pennsylvania.html
Puerto Rico,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Puerto-Rico.html
Rhode Island,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Rhode-Island.html
South Carolina,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/South-Carolina.html
South Dakota,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/South-Dakota.html
Tennessee,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Tennessee.html
Texas,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Texas.html
Utah,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Utah.html
Vermont,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Vermont.html
Virginia,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Virginia.html
Washington,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Washington.html
West Virginia,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/West-Virginia.html
Wisconsin,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Wisconsin.html
Wyoming,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Wyoming.html
