YEAR,STABBR,COUNTYCD,county_name,net_mig
2017,WV,54061,Monongalia County,3609
2018,WV,54061,Monongalia County,3085
2019,WV,54061,Monongalia County,3167
2009,SC,45077,Pickens County,3268
2010,SC,45077,Pickens County,4105
2011,SC,45077,Pickens County,2721
2012,SC,45077,Pickens County,3088
2013,SC,45077,Pickens County,3606
2014,SC,45077,Pickens County,2722
2015,SC,45077,Pickens County,2737
2016,SC,45077,Pickens County,2644
2017,SC,45077,Pickens County,3122
2018,SC,45077,Pickens County,3491
2019,SC,45077,Pickens County,4362
2009,FL,12131,Walton County,3230
2010,FL,12131,Walton County,2934
2011,FL,12131,Walton County,2296
2012,FL,12131,Walton County,2014
2013,FL,12131,Walton County,1421
2014,FL,12131,Walton County,1423
2015,FL,12131,Walton County,1644
2016,FL,12131,Walton County,1664
2017,FL,12131,Walton County,2299
2018,FL,12131,Walton County,2069
2019,FL,12131,Walton County,2044
2009,TN,47001,Anderson County,557
2010,TN,47001,Anderson County,674
2011,TN,47001,Anderson County,189
2012,TN,47001,Anderson County,139
2013,TN,47001,Anderson County,-8
2014,TN,47001,Anderson County,-678
2015,TN,47001,Anderson County,-46
2016,TN,47001,Anderson County,31
2017,TN,47001,Anderson County,-953
2018,TN,47001,Anderson County,-1171
2019,TN,47001,Anderson County,-442
2009,FL,12069,Lake County,8935
2010,FL,12069,Lake County,5241
2011,FL,12069,Lake County,4006
2012,FL,12069,Lake County,2937
2013,FL,12069,Lake County,1566
2014,FL,12069,Lake County,3661
2015,FL,12069,Lake County,3428
2016,FL,12069,Lake County,6464
2017,FL,12069,Lake County,7901
2018,FL,12069,Lake County,10439
2019,FL,12069,Lake County,9413
2009,NE,31153,Sarpy County,2909
2010,NE,31153,Sarpy County,2743
2011,NE,31153,Sarpy County,2069
2012,NE,31153,Sarpy County,1836
2013,NE,31153,Sarpy County,884
2014,NE,31153,Sarpy County,989
2015,NE,31153,Sarpy County,-854
2016,NE,31153,Sarpy County,-653
2017,NE,31153,Sarpy County,22
2018,NE,31153,Sarpy County,-982
2019,NE,31153,Sarpy County,-934
2009,NC,37095,Hyde County,504
2010,NC,37095,Hyde County,529
2011,NC,37095,Hyde County,291
2012,NC,37095,Hyde County,437
2013,NC,37095,Hyde County,402
2014,NC,37095,Hyde County,496
2015,NC,37095,Hyde County,269
2016,NC,37095,Hyde County,258
2017,NC,37095,Hyde County,94
2018,NC,37095,Hyde County,110
2019,NC,37095,Hyde County,132
2009,CA,06087,Santa Cruz County,-430
2010,CA,06087,Santa Cruz County,1305
2011,CA,06087,Santa Cruz County,807
2012,CA,06087,Santa Cruz County,2369
2013,CA,06087,Santa Cruz County,2205
2014,CA,06087,Santa Cruz County,1982
2015,CA,06087,Santa Cruz County,2109
2016,CA,06087,Santa Cruz County,2274
2017,CA,06087,Santa Cruz County,1151
2018,CA,06087,Santa Cruz County,1482
2019,CA,06087,Santa Cruz County,570
2009,OH,39031,Coshocton County,-477
2010,OH,39031,Coshocton County,-553
2011,OH,39031,Coshocton County,-673
2012,OH,39031,Coshocton County,-865
2013,OH,39031,Coshocton County,-784
2014,OH,39031,Coshocton County,-962
2015,OH,39031,Coshocton County,-744
2016,OH,39031,Coshocton County,-65
2017,OH,39031,Coshocton County,368
2018,OH,39031,Coshocton County,283
2019,OH,39031,Coshocton County,455
2009,TX,48347,Nacogdoches County,3168
2010,TX,48347,Nacogdoches County,2317
2011,TX,48347,Nacogdoches County,3186
2012,TX,48347,Nacogdoches County,2634
2013,TX,48347,Nacogdoches County,2212
2014,TX,48347,Nacogdoches County,2197
2015,TX,48347,Nacogdoches County,1779
2016,TX,48347,Nacogdoches County,1709
2017,TX,48347,Nacogdoches County,1569
2018,TX,48347,Nacogdoches County,2404
2019,TX,48347,Nacogdoches County,1981
2009,KS,20177,Shawnee County,1075
2010,KS,20177,Shawnee County,437
2011,KS,20177,Shawnee County,45
2012,KS,20177,Shawnee County,184
2013,KS,20177,Shawnee County,376
2014,KS,20177,Shawnee County,-520
2015,KS,20177,Shawnee County,351
2016,KS,20177,Shawnee County,125
2017,KS,20177,Shawnee County,-3
2018,KS,20177,Shawnee County,-367
2019,KS,20177,Shawnee County,802
2009,MO,29099,Jefferson County,623
2010,MO,29099,Jefferson County,189
2011,MO,29099,Jefferson County,-1435
2012,MO,29099,Jefferson County,-2306
2013,MO,29099,Jefferson County,-1268
2014,MO,29099,Jefferson County,-853
2015,MO,29099,Jefferson County,-1169
2016,MO,29099,Jefferson County,-957
2017,MO,29099,Jefferson County,-374
2018,MO,29099,Jefferson County,-1349
2019,MO,29099,Jefferson County,-1207
2009,MI,26155,Shiawassee County,-141
2010,MI,26155,Shiawassee County,86
2011,MI,26155,Shiawassee County,-358
2012,MI,26155,Shiawassee County,-480
2013,MI,26155,Shiawassee County,-164
2014,MI,26155,Shiawassee County,-428
2015,MI,26155,Shiawassee County,-670
2016,MI,26155,Shiawassee County,-1099
2017,MI,26155,Shiawassee County,-916
2018,MI,26155,Shiawassee County,-1179
2019,MI,26155,Shiawassee County,-1197
2009,NM,35039,Rio Arriba County,-221
2010,NM,35039,Rio Arriba County,-750
2011,NM,35039,Rio Arriba County,-1175
2012,NM,35039,Rio Arriba County,-1190
2013,NM,35039,Rio Arriba County,-935
2014,NM,35039,Rio Arriba County,-1066
2015,NM,35039,Rio Arriba County,-1156
2016,NM,35039,Rio Arriba County,-948
2017,NM,35039,Rio Arriba County,-638
2018,NM,35039,Rio Arriba County,-638
2019,NM,35039,Rio Arriba County,316
2009,TN,47003,Bedford County,-8
2010,TN,47003,Bedford County,-261
2011,TN,47003,Bedford County,-478
2012,TN,47003,Bedford County,-514
2013,TN,47003,Bedford County,212
2014,TN,47003,Bedford County,230
2015,TN,47003,Bedford County,309
2016,TN,47003,Bedford County,-91
2017,TN,47003,Bedford County,-533
2018,TN,47003,Bedford County,-1513
2019,TN,47003,Bedford County,-1684
2009,OH,39135,Preble County,-133
2010,OH,39135,Preble County,-547
2011,OH,39135,Preble County,-517
2012,OH,39135,Preble County,-366
2013,OH,39135,Preble County,-257
2014,OH,39135,Preble County,-480
2015,OH,39135,Preble County,-209
2016,OH,39135,Preble County,-151
2017,OH,39135,Preble County,-387
2018,OH,39135,Preble County,-617
2019,OH,39135,Preble County,-679
2009,OH,39041,Delaware County,4294
2010,OH,39041,Delaware County,5233
2011,OH,39041,Delaware County,4516
2012,OH,39041,Delaware County,3384
2013,OH,39041,Delaware County,2910
2014,OH,39041,Delaware County,1829
2015,OH,39041,Delaware County,1651
2016,OH,39041,Delaware County,1282
2017,OH,39041,Delaware County,1347
2018,OH,39041,Delaware County,1597
2019,OH,39041,Delaware County,1489
2009,OH,39075,Holmes County,-248
2010,OH,39075,Holmes County,-793
2011,OH,39075,Holmes County,-1340
2012,OH,39075,Holmes County,-1103
2013,OH,39075,Holmes County,-891
2014,OH,39075,Holmes County,-982
2015,OH,39075,Holmes County,-739
2016,OH,39075,Holmes County,-712
2017,OH,39075,Holmes County,-469
2018,OH,39075,Holmes County,-248
2019,OH,39075,Holmes County,-447
2009,CA,06077,San Joaquin County,7340
2010,CA,06077,San Joaquin County,4108
2011,CA,06077,San Joaquin County,2798
2012,CA,06077,San Joaquin County,3497
2013,CA,06077,San Joaquin County,4327
2014,CA,06077,San Joaquin County,3396
2015,CA,06077,San Joaquin County,5530
2016,CA,06077,San Joaquin County,5848
2017,CA,06077,San Joaquin County,7166
2018,CA,06077,San Joaquin County,7524
2019,CA,06077,San Joaquin County,3793
2009,LA,22095,St. John the Baptist Parish,854
2010,LA,22095,St. John the Baptist Parish,562
2011,LA,22095,St. John the Baptist Parish,-87
2012,LA,22095,St. John the Baptist Parish,-382
2013,LA,22095,St. John the Baptist Parish,-126
2014,LA,22095,St. John the Baptist Parish,-779
2015,LA,22095,St. John the Baptist Parish,-1250
2016,LA,22095,St. John the Baptist Parish,-787
2017,LA,22095,St. John the Baptist Parish,-394
2018,LA,22095,St. John the Baptist Parish,35
2019,LA,22095,St. John the Baptist Parish,-91
2009,IN,18163,Vanderburgh County,846
2010,IN,18163,Vanderburgh County,1670
2011,IN,18163,Vanderburgh County,1267
2012,IN,18163,Vanderburgh County,148
2013,IN,18163,Vanderburgh County,-282
2014,IN,18163,Vanderburgh County,-122
2015,IN,18163,Vanderburgh County,-251
2016,IN,18163,Vanderburgh County,206
2017,IN,18163,Vanderburgh County,1039
2018,IN,18163,Vanderburgh County,2022
2019,IN,18163,Vanderburgh County,3599
2009,PA,42081,Lycoming County,-499
2010,PA,42081,Lycoming County,63
2011,PA,42081,Lycoming County,422
2012,PA,42081,Lycoming County,108
2013,PA,42081,Lycoming County,425
2014,PA,42081,Lycoming County,521
2015,PA,42081,Lycoming County,722
2016,PA,42081,Lycoming County,-146
2017,PA,42081,Lycoming County,132
2018,PA,42081,Lycoming County,130
2019,PA,42081,Lycoming County,-147
2009,CA,06045,Mendocino County,-1401
2010,CA,06045,Mendocino County,-875
2011,CA,06045,Mendocino County,-176
2012,CA,06045,Mendocino County,200
2013,CA,06045,Mendocino County,1187
2014,CA,06045,Mendocino County,1326
2015,CA,06045,Mendocino County,1329
2016,CA,06045,Mendocino County,809
2017,CA,06045,Mendocino County,709
2018,CA,06045,Mendocino County,57
2019,CA,06045,Mendocino County,-628
2009,IL,17063,Grundy County,429
2010,IL,17063,Grundy County,872
2011,IL,17063,Grundy County,485
2012,IL,17063,Grundy County,-180
2013,IL,17063,Grundy County,-497
2014,IL,17063,Grundy County,-766
2015,IL,17063,Grundy County,-1059
2016,IL,17063,Grundy County,-1027
2017,IL,17063,Grundy County,-1233
2018,IL,17063,Grundy County,-1425
2019,IL,17063,Grundy County,-1174
2009,UT,49051,Wasatch County,323
2010,UT,49051,Wasatch County,-130
2011,UT,49051,Wasatch County,-647
2012,UT,49051,Wasatch County,-246
2013,UT,49051,Wasatch County,-219
2014,UT,49051,Wasatch County,236
2015,UT,49051,Wasatch County,529
2016,UT,49051,Wasatch County,709
2017,UT,49051,Wasatch County,1358
2018,UT,49051,Wasatch County,1683
2019,UT,49051,Wasatch County,1531
2009,CA,06115,Yuba County,1910
2010,CA,06115,Yuba County,1905
2011,CA,06115,Yuba County,1414
2012,CA,06115,Yuba County,1631
2013,CA,06115,Yuba County,1875
2014,CA,06115,Yuba County,1911
2015,CA,06115,Yuba County,1471
2016,CA,06115,Yuba County,1192
2017,CA,06115,Yuba County,392
2018,CA,06115,Yuba County,1057
2019,CA,06115,Yuba County,81
2009,NE,31109,Lancaster County,6451
2010,NE,31109,Lancaster County,7315
2011,NE,31109,Lancaster County,4822
2012,NE,31109,Lancaster County,4424
2013,NE,31109,Lancaster County,4198
2014,NE,31109,Lancaster County,4316
2015,NE,31109,Lancaster County,3519
2016,NE,31109,Lancaster County,4385
2017,NE,31109,Lancaster County,5242
2018,NE,31109,Lancaster County,7100
2019,NE,31109,Lancaster County,7257
2009,NC,37157,Rockingham County,-710
2010,NC,37157,Rockingham County,5
2011,NC,37157,Rockingham County,-145
2012,NC,37157,Rockingham County,-133
2013,NC,37157,Rockingham County,-724
2014,NC,37157,Rockingham County,-30
2015,NC,37157,Rockingham County,757
2016,NC,37157,Rockingham County,515
2017,NC,37157,Rockingham County,506
2018,NC,37157,Rockingham County,1096
2019,NC,37157,Rockingham County,686
2009,WV,54109,Wyoming County,-187
2010,WV,54109,Wyoming County,-117
2011,WV,54109,Wyoming County,-174
2012,WV,54109,Wyoming County,-153
2013,WV,54109,Wyoming County,30
2014,WV,54109,Wyoming County,-201
2015,WV,54109,Wyoming County,-332
2016,WV,54109,Wyoming County,-273
2017,WV,54109,Wyoming County,-266
2018,WV,54109,Wyoming County,-438
2019,WV,54109,Wyoming County,-532
2009,KY,21223,Trimble County,470
2010,KY,21223,Trimble County,260
2011,KY,21223,Trimble County,364
2012,KY,21223,Trimble County,336
2013,KY,21223,Trimble County,72
2014,KY,21223,Trimble County,10
2015,KY,21223,Trimble County,-421
2016,KY,21223,Trimble County,-534
2017,KY,21223,Trimble County,-393
2018,KY,21223,Trimble County,-192
2019,KY,21223,Trimble County,-323
2009,NC,37031,Carteret County,549
2010,NC,37031,Carteret County,527
2011,NC,37031,Carteret County,-81
2012,NC,37031,Carteret County,4
2013,NC,37031,Carteret County,-394
2014,NC,37031,Carteret County,189
2015,NC,37031,Carteret County,-334
2016,NC,37031,Carteret County,-274
2017,NC,37031,Carteret County,602
2018,NC,37031,Carteret County,227
2019,NC,37031,Carteret County,502
2009,KY,21021,Boyle County,1267
2010,KY,21021,Boyle County,1053
2011,KY,21021,Boyle County,683
2012,KY,21021,Boyle County,538
2013,KY,21021,Boyle County,563
2014,KY,21021,Boyle County,114
2015,KY,21021,Boyle County,559
2016,KY,21021,Boyle County,579
2017,KY,21021,Boyle County,687
2018,KY,21021,Boyle County,844
2019,KY,21021,Boyle County,1056
2009,PA,42055,Franklin County,427
2010,PA,42055,Franklin County,242
2011,PA,42055,Franklin County,-174
2012,PA,42055,Franklin County,-613
2013,PA,42055,Franklin County,-1120
2014,PA,42055,Franklin County,-900
2015,PA,42055,Franklin County,-1130
2016,PA,42055,Franklin County,-1432
2017,PA,42055,Franklin County,-1676
2018,PA,42055,Franklin County,-1017
2019,PA,42055,Franklin County,-204
2009,WI,55089,Ozaukee County,-623
2010,WI,55089,Ozaukee County,12
2011,WI,55089,Ozaukee County,-395
2012,WI,55089,Ozaukee County,-702
2013,WI,55089,Ozaukee County,-675
2014,WI,55089,Ozaukee County,-636
2015,WI,55089,Ozaukee County,-398
2016,WI,55089,Ozaukee County,-608
2017,WI,55089,Ozaukee County,16
2018,WI,55089,Ozaukee County,203
2019,WI,55089,Ozaukee County,823
2009,GA,13011,Banks County,167
2010,GA,13011,Banks County,95
2011,GA,13011,Banks County,-188
2012,GA,13011,Banks County,-240
2013,GA,13011,Banks County,11
2014,GA,13011,Banks County,-372
2015,GA,13011,Banks County,-287
2016,GA,13011,Banks County,-82
2017,GA,13011,Banks County,-81
2018,GA,13011,Banks County,-311
2019,GA,13011,Banks County,-243
2009,HI,15001,Hawaii County,983
2010,HI,15001,Hawaii County,-196
2011,HI,15001,Hawaii County,-1919
2012,HI,15001,Hawaii County,-1416
2013,HI,15001,Hawaii County,-2232
2014,HI,15001,Hawaii County,-1039
2015,HI,15001,Hawaii County,107
2016,HI,15001,Hawaii County,456
2017,HI,15001,Hawaii County,-147
2018,HI,15001,Hawaii County,-286
2019,HI,15001,Hawaii County,-430
2009,AK,02180,Nome Census Area,119
2010,AK,02180,Nome Census Area,50
2011,AK,02180,Nome Census Area,-33
2012,AK,02180,Nome Census Area,17
2013,AK,02180,Nome Census Area,-337
2014,AK,02180,Nome Census Area,-844
2015,AK,02180,Nome Census Area,-943
2016,AK,02180,Nome Census Area,-904
2017,AK,02180,Nome Census Area,-1051
2018,AK,02180,Nome Census Area,-648
2019,AK,02180,Nome Census Area,23
2009,LA,22019,Calcasieu Parish,1187
2010,LA,22019,Calcasieu Parish,2184
2011,LA,22019,Calcasieu Parish,2028
2012,LA,22019,Calcasieu Parish,2170
2013,LA,22019,Calcasieu Parish,1619
2014,LA,22019,Calcasieu Parish,1083
2015,LA,22019,Calcasieu Parish,413
2016,LA,22019,Calcasieu Parish,565
2017,LA,22019,Calcasieu Parish,447
2018,LA,22019,Calcasieu Parish,389
2019,LA,22019,Calcasieu Parish,-255
2009,CO,08117,Summit County,-509
2010,CO,08117,Summit County,113
2011,CO,08117,Summit County,672
2012,CO,08117,Summit County,415
2013,CO,08117,Summit County,500
2014,CO,08117,Summit County,303
2015,CO,08117,Summit County,-47
2016,CO,08117,Summit County,-310
2017,CO,08117,Summit County,-841
2018,CO,08117,Summit County,-1432
2019,CO,08117,Summit County,-1731
2009,TN,47087,Jackson County,-73
2010,TN,47087,Jackson County,73
2011,TN,47087,Jackson County,146
2012,TN,47087,Jackson County,82
2013,TN,47087,Jackson County,-29
2014,TN,47087,Jackson County,-30
2015,TN,47087,Jackson County,84
2016,TN,47087,Jackson County,-51
2017,TN,47087,Jackson County,-246
2018,TN,47087,Jackson County,-179
2019,TN,47087,Jackson County,-299
2009,NY,36031,Essex County,646
2010,NY,36031,Essex County,523
2011,NY,36031,Essex County,1387
2012,NY,36031,Essex County,1127
2013,NY,36031,Essex County,810
2014,NY,36031,Essex County,329
2015,NY,36031,Essex County,-58
2016,NY,36031,Essex County,-707
2017,NY,36031,Essex County,-75
2018,NY,36031,Essex County,332
2019,NY,36031,Essex County,513
2009,ND,38105,Williams County,296
2010,ND,38105,Williams County,252
2011,ND,38105,Williams County,428
2012,ND,38105,Williams County,511
2013,ND,38105,Williams County,650
2014,ND,38105,Williams County,622
2015,ND,38105,Williams County,439
2016,ND,38105,Williams County,255
2017,ND,38105,Williams County,-243
2018,ND,38105,Williams County,-98
2019,ND,38105,Williams County,425
2009,AL,01073,Jefferson County,-2868
2010,AL,01073,Jefferson County,-3101
2011,AL,01073,Jefferson County,-437
2012,AL,01073,Jefferson County,-2485
2013,AL,01073,Jefferson County,-1957
2014,AL,01073,Jefferson County,-926
2015,AL,01073,Jefferson County,-265
2016,AL,01073,Jefferson County,-1671
2017,AL,01073,Jefferson County,-153
2018,AL,01073,Jefferson County,-1016
2019,AL,01073,Jefferson County,-1283
2009,NC,37117,Martin County,-597
2010,NC,37117,Martin County,-199
2011,NC,37117,Martin County,-361
2012,NC,37117,Martin County,-191
2013,NC,37117,Martin County,9
2014,NC,37117,Martin County,18
2015,NC,37117,Martin County,184
2016,NC,37117,Martin County,80
2017,NC,37117,Martin County,202
2018,NC,37117,Martin County,201
2019,NC,37117,Martin County,586
2009,NC,37173,Swain County,-405
2010,NC,37173,Swain County,-286
2011,NC,37173,Swain County,-74
2012,NC,37173,Swain County,-6
2013,NC,37173,Swain County,-3
2014,NC,37173,Swain County,107
2015,NC,37173,Swain County,-219
2016,NC,37173,Swain County,-374
2017,NC,37173,Swain County,-485
2018,NC,37173,Swain County,-381
2019,NC,37173,Swain County,-310
2009,VA,51683,Manassas city,1951
2010,VA,51683,Manassas city,964
2011,VA,51683,Manassas city,331
2012,VA,51683,Manassas city,208
2013,VA,51683,Manassas city,306
2014,VA,51683,Manassas city,-793
2015,VA,51683,Manassas city,-932
2016,VA,51683,Manassas city,-988
2017,VA,51683,Manassas city,-703
2018,VA,51683,Manassas city,-417
2019,VA,51683,Manassas city,-248
2009,SC,45073,Oconee County,1514
2010,SC,45073,Oconee County,1701
2011,SC,45073,Oconee County,1861
2012,SC,45073,Oconee County,2000
2013,SC,45073,Oconee County,895
2014,SC,45073,Oconee County,775
2015,SC,45073,Oconee County,1412
2016,SC,45073,Oconee County,1655
2017,SC,45073,Oconee County,1393
2018,SC,45073,Oconee County,1832
2019,SC,45073,Oconee County,2081
2009,NM,35061,Valencia County,1598
2010,NM,35061,Valencia County,1831
2011,NM,35061,Valencia County,814
2012,NM,35061,Valencia County,477
2013,NM,35061,Valencia County,419
2014,NM,35061,Valencia County,735
2015,NM,35061,Valencia County,738
2016,NM,35061,Valencia County,627
2017,NM,35061,Valencia County,654
2018,NM,35061,Valencia County,827
2019,NM,35061,Valencia County,584
2009,NY,36091,Saratoga County,-449
2010,NY,36091,Saratoga County,-488
2011,NY,36091,Saratoga County,-347
2012,NY,36091,Saratoga County,-323
2013,NY,36091,Saratoga County,-172
2014,NY,36091,Saratoga County,-951
2015,NY,36091,Saratoga County,-711
2016,NY,36091,Saratoga County,-30
2017,NY,36091,Saratoga County,790
2018,NY,36091,Saratoga County,622
2019,NY,36091,Saratoga County,2549
2009,AZ,04011,Greenlee County,227
2010,AZ,04011,Greenlee County,302
2011,AZ,04011,Greenlee County,-1
2012,AZ,04011,Greenlee County,141
2013,AZ,04011,Greenlee County,76
2014,AZ,04011,Greenlee County,-22
2015,AZ,04011,Greenlee County,153
2016,AZ,04011,Greenlee County,437
2017,AZ,04011,Greenlee County,359
2018,AZ,04011,Greenlee County,374
2019,AZ,04011,Greenlee County,634
2009,TX,48397,Rockwall County,3402
2010,TX,48397,Rockwall County,2517
2011,TX,48397,Rockwall County,852
2012,TX,48397,Rockwall County,-398
2013,TX,48397,Rockwall County,-1361
2014,TX,48397,Rockwall County,-881
2015,TX,48397,Rockwall County,-1666
2016,TX,48397,Rockwall County,-401
2017,TX,48397,Rockwall County,331
2018,TX,48397,Rockwall County,1227
2019,TX,48397,Rockwall County,1605
2009,CO,08049,Grand County,-481
2010,CO,08049,Grand County,-536
2011,CO,08049,Grand County,-1027
2012,CO,08049,Grand County,-794
2013,CO,08049,Grand County,-274
2014,CO,08049,Grand County,-304
2015,CO,08049,Grand County,-31
2016,CO,08049,Grand County,-412
2017,CO,08049,Grand County,-178
2018,CO,08049,Grand County,-319
2019,CO,08049,Grand County,-183
2009,IA,19169,Story County,3529
2010,IA,19169,Story County,4198
2011,IA,19169,Story County,3785
2012,IA,19169,Story County,4229
2013,IA,19169,Story County,4233
2014,IA,19169,Story County,4861
2015,IA,19169,Story County,4186
2016,IA,19169,Story County,4870
2017,IA,19169,Story County,4731
2018,IA,19169,Story County,4254
2019,IA,19169,Story County,2891
2009,CA,06113,Yolo County,7422
2010,CA,06113,Yolo County,10366
2011,CA,06113,Yolo County,5734
2012,CA,06113,Yolo County,4882
2013,CA,06113,Yolo County,4137
2014,CA,06113,Yolo County,5251
2015,CA,06113,Yolo County,5556
2016,CA,06113,Yolo County,5348
2017,CA,06113,Yolo County,4258
2018,CA,06113,Yolo County,4313
2019,CA,06113,Yolo County,2071
2009,GA,13017,Ben Hill County,113
2010,GA,13017,Ben Hill County,243
2011,GA,13017,Ben Hill County,474
2012,GA,13017,Ben Hill County,259
2013,GA,13017,Ben Hill County,-49
2014,GA,13017,Ben Hill County,-396
2015,GA,13017,Ben Hill County,-282
2016,GA,13017,Ben Hill County,-658
2017,GA,13017,Ben Hill County,-700
2018,GA,13017,Ben Hill County,-515
2019,GA,13017,Ben Hill County,-255
2009,OH,39017,Butler County,3066
2010,OH,39017,Butler County,4012
2011,OH,39017,Butler County,2033
2012,OH,39017,Butler County,2280
2013,OH,39017,Butler County,2088
2014,OH,39017,Butler County,3474
2015,OH,39017,Butler County,3533
2016,OH,39017,Butler County,3169
2017,OH,39017,Butler County,4096
2018,OH,39017,Butler County,4092
2019,OH,39017,Butler County,4087
2009,OH,39157,Tuscarawas County,-1059
2010,OH,39157,Tuscarawas County,-625
2011,OH,39157,Tuscarawas County,-785
2012,OH,39157,Tuscarawas County,-373
2013,OH,39157,Tuscarawas County,41
2014,OH,39157,Tuscarawas County,-25
2015,OH,39157,Tuscarawas County,-408
2016,OH,39157,Tuscarawas County,-173
2017,OH,39157,Tuscarawas County,-349
2018,OH,39157,Tuscarawas County,-159
2019,OH,39157,Tuscarawas County,157
2009,SC,45003,Aiken County,268
2010,SC,45003,Aiken County,594
2011,SC,45003,Aiken County,-536
2012,SC,45003,Aiken County,-1210
2013,SC,45003,Aiken County,-544
2014,SC,45003,Aiken County,410
2015,SC,45003,Aiken County,-125
2016,SC,45003,Aiken County,-357
2017,SC,45003,Aiken County,-33
2018,SC,45003,Aiken County,1095
2019,SC,45003,Aiken County,1186
2009,PA,42059,Greene County,856
2010,PA,42059,Greene County,813
2011,PA,42059,Greene County,644
2012,PA,42059,Greene County,1184
2013,PA,42059,Greene County,1171
2014,PA,42059,Greene County,773
2015,PA,42059,Greene County,533
2016,PA,42059,Greene County,-252
2017,PA,42059,Greene County,-560
2018,PA,42059,Greene County,-971
2019,PA,42059,Greene County,-1168
2009,PA,42065,Jefferson County,-613
2010,PA,42065,Jefferson County,-433
2011,PA,42065,Jefferson County,-311
2012,PA,42065,Jefferson County,-416
2013,PA,42065,Jefferson County,-37
2014,PA,42065,Jefferson County,-203
2015,PA,42065,Jefferson County,-560
2016,PA,42065,Jefferson County,-673
2017,PA,42065,Jefferson County,-567
2018,PA,42065,Jefferson County,-777
2019,PA,42065,Jefferson County,-669
2009,WI,55101,Racine County,-254
2010,WI,55101,Racine County,-104
2011,WI,55101,Racine County,-115
2012,WI,55101,Racine County,-1060
2013,WI,55101,Racine County,-1471
2014,WI,55101,Racine County,-1562
2015,WI,55101,Racine County,-2182
2016,WI,55101,Racine County,-1549
2017,WI,55101,Racine County,-1135
2018,WI,55101,Racine County,-635
2019,WI,55101,Racine County,-825
2009,TN,47149,Rutherford County,7609
2010,TN,47149,Rutherford County,6348
2011,TN,47149,Rutherford County,5113
2012,TN,47149,Rutherford County,3259
2013,TN,47149,Rutherford County,3039
2014,TN,47149,Rutherford County,2148
2015,TN,47149,Rutherford County,4338
2016,TN,47149,Rutherford County,3364
2017,TN,47149,Rutherford County,5292
2018,TN,47149,Rutherford County,5318
2019,TN,47149,Rutherford County,6604
2009,WV,54039,Kanawha County,850
2010,WV,54039,Kanawha County,-213
2011,WV,54039,Kanawha County,-799
2012,WV,54039,Kanawha County,-96
2013,WV,54039,Kanawha County,-808
2014,WV,54039,Kanawha County,-1905
2015,WV,54039,Kanawha County,-1100
2016,WV,54039,Kanawha County,-1228
2017,WV,54039,Kanawha County,-1426
2018,WV,54039,Kanawha County,-929
2019,WV,54039,Kanawha County,-741
2009,NC,37077,Granville County,849
2010,NC,37077,Granville County,1400
2011,NC,37077,Granville County,768
2012,NC,37077,Granville County,1192
2013,NC,37077,Granville County,1277
2014,NC,37077,Granville County,872
2015,NC,37077,Granville County,408
2016,NC,37077,Granville County,536
2017,NC,37077,Granville County,62
2018,NC,37077,Granville County,-355
2019,NC,37077,Granville County,-352
2009,PA,42083,McKean County,-289
2010,PA,42083,McKean County,255
2011,PA,42083,McKean County,80
2012,PA,42083,McKean County,-158
2013,PA,42083,McKean County,-42
2014,PA,42083,McKean County,-23
2015,PA,42083,McKean County,-267
2016,PA,42083,McKean County,-228
2017,PA,42083,McKean County,-328
2018,PA,42083,McKean County,-425
2019,PA,42083,McKean County,-102
2009,PA,42111,Somerset County,-670
2010,PA,42111,Somerset County,-546
2011,PA,42111,Somerset County,-1066
2012,PA,42111,Somerset County,-930
2013,PA,42111,Somerset County,-652
2014,PA,42111,Somerset County,-361
2015,PA,42111,Somerset County,-1251
2016,PA,42111,Somerset County,-595
2017,PA,42111,Somerset County,-493
2018,PA,42111,Somerset County,-567
2019,PA,42111,Somerset County,-477
2009,PA,42005,Armstrong County,-1058
2010,PA,42005,Armstrong County,-1185
2011,PA,42005,Armstrong County,-1131
2012,PA,42005,Armstrong County,-695
2013,PA,42005,Armstrong County,-250
2014,PA,42005,Armstrong County,-383
2015,PA,42005,Armstrong County,-207
2016,PA,42005,Armstrong County,-241
2017,PA,42005,Armstrong County,-552
2018,PA,42005,Armstrong County,-758
2019,PA,42005,Armstrong County,-1159
2009,IA,19065,Fayette County,220
2010,IA,19065,Fayette County,825
2011,IA,19065,Fayette County,709
2012,IA,19065,Fayette County,185
2013,IA,19065,Fayette County,86
2014,IA,19065,Fayette County,535
2015,IA,19065,Fayette County,474
2016,IA,19065,Fayette County,402
2017,IA,19065,Fayette County,263
2018,IA,19065,Fayette County,256
2019,IA,19065,Fayette County,-103
2009,GA,13245,Richmond County,1953
2010,GA,13245,Richmond County,1191
2011,GA,13245,Richmond County,-94
2012,GA,13245,Richmond County,1632
2013,GA,13245,Richmond County,1870
2014,GA,13245,Richmond County,731
2015,GA,13245,Richmond County,1032
2016,GA,13245,Richmond County,1081
2017,GA,13245,Richmond County,-180
2018,GA,13245,Richmond County,-136
2019,GA,13245,Richmond County,672
2009,AL,01041,Crenshaw County,33
2010,AL,01041,Crenshaw County,-79
2011,AL,01041,Crenshaw County,-19
2012,AL,01041,Crenshaw County,192
2013,AL,01041,Crenshaw County,179
2014,AL,01041,Crenshaw County,489
2015,AL,01041,Crenshaw County,384
2016,AL,01041,Crenshaw County,237
2017,AL,01041,Crenshaw County,23
