YEAR,STABBR,COUNTYCD,county_name,net_mig
2016,AL,01035,Conecuh County,-607
2017,AL,01035,Conecuh County,-435
2018,AL,01035,Conecuh County,-235
2019,AL,01035,Conecuh County,-177
2009,NV,32033,White Pine County,-16
2010,NV,32033,White Pine County,-33
2011,NV,32033,White Pine County,124
2012,NV,32033,White Pine County,34
2013,NV,32033,White Pine County,7
2014,NV,32033,White Pine County,36
2015,NV,32033,White Pine County,147
2016,NV,32033,White Pine County,153
2017,NV,32033,White Pine County,140
2018,NV,32033,White Pine County,79
2019,NV,32033,White Pine County,492
2009,SC,45039,Fairfield County,-1105
2010,SC,45039,Fairfield County,-955
2011,SC,45039,Fairfield County,-872
2012,SC,45039,Fairfield County,-564
2013,SC,45039,Fairfield County,-670
2014,SC,45039,Fairfield County,-843
2015,SC,45039,Fairfield County,-259
2016,SC,45039,Fairfield County,-350
2017,SC,45039,Fairfield County,-566
2018,SC,45039,Fairfield County,-311
2019,SC,45039,Fairfield County,-286
2009,OR,41031,Jefferson County,452
2010,OR,41031,Jefferson County,542
2011,OR,41031,Jefferson County,472
2012,OR,41031,Jefferson County,452
2013,OR,41031,Jefferson County,343
2014,OR,41031,Jefferson County,203
2015,OR,41031,Jefferson County,253
2016,OR,41031,Jefferson County,207
2017,OR,41031,Jefferson County,525
2018,OR,41031,Jefferson County,1100
2019,OR,41031,Jefferson County,1019
2009,TX,48285,Lavaca County,-418
2010,TX,48285,Lavaca County,-364
2011,TX,48285,Lavaca County,-431
2012,TX,48285,Lavaca County,-659
2013,TX,48285,Lavaca County,-381
2014,TX,48285,Lavaca County,-177
2015,TX,48285,Lavaca County,-21
2016,TX,48285,Lavaca County,476
2017,TX,48285,Lavaca County,695
2018,TX,48285,Lavaca County,517
2019,TX,48285,Lavaca County,586
2009,FL,12107,Putnam County,-60
2010,FL,12107,Putnam County,-864
2011,FL,12107,Putnam County,-675
2012,FL,12107,Putnam County,-403
2013,FL,12107,Putnam County,-79
2014,FL,12107,Putnam County,882
2015,FL,12107,Putnam County,1328
2016,FL,12107,Putnam County,684
2017,FL,12107,Putnam County,772
2018,FL,12107,Putnam County,859
2019,FL,12107,Putnam County,584
2009,GA,13103,Effingham County,1671
2010,GA,13103,Effingham County,1145
2011,GA,13103,Effingham County,448
2012,GA,13103,Effingham County,406
2013,GA,13103,Effingham County,248
2014,GA,13103,Effingham County,-1016
2015,GA,13103,Effingham County,-477
2016,GA,13103,Effingham County,-72
2017,GA,13103,Effingham County,-36
2018,GA,13103,Effingham County,-167
2019,GA,13103,Effingham County,-96
2009,NC,37121,Mitchell County,-1124
2010,NC,37121,Mitchell County,-987
2011,NC,37121,Mitchell County,-813
2012,NC,37121,Mitchell County,-918
2013,NC,37121,Mitchell County,-575
2014,NC,37121,Mitchell County,-315
2015,NC,37121,Mitchell County,-404
2016,NC,37121,Mitchell County,-395
2017,NC,37121,Mitchell County,-220
2018,NC,37121,Mitchell County,-757
2019,NC,37121,Mitchell County,-581
2009,CT,09007,Middlesex County,504
2010,CT,09007,Middlesex County,-128
2011,CT,09007,Middlesex County,-873
2012,CT,09007,Middlesex County,-1292
2013,CT,09007,Middlesex County,-860
2014,CT,09007,Middlesex County,-1136
2015,CT,09007,Middlesex County,-776
2016,CT,09007,Middlesex County,-799
2017,CT,09007,Middlesex County,-768
2018,CT,09007,Middlesex County,-383
2019,CT,09007,Middlesex County,-566
2009,WI,55081,Monroe County,-349
2010,WI,55081,Monroe County,-424
2011,WI,55081,Monroe County,-597
2012,WI,55081,Monroe County,-328
2013,WI,55081,Monroe County,-574
2014,WI,55081,Monroe County,-336
2015,WI,55081,Monroe County,-390
2016,WI,55081,Monroe County,-562
2017,WI,55081,Monroe County,-369
2018,WI,55081,Monroe County,-369
2019,WI,55081,Monroe County,100
2009,SC,45063,Lexington County,5115
2010,SC,45063,Lexington County,3518
2011,SC,45063,Lexington County,3486
2012,SC,45063,Lexington County,2684
2013,SC,45063,Lexington County,2209
2014,SC,45063,Lexington County,2372
2015,SC,45063,Lexington County,2145
2016,SC,45063,Lexington County,2240
2017,SC,45063,Lexington County,2325
2018,SC,45063,Lexington County,2658
2019,SC,45063,Lexington County,2705
2009,GA,13001,Appling County,-1323
2010,GA,13001,Appling County,-1037
2011,GA,13001,Appling County,-881
2012,GA,13001,Appling County,-846
2013,GA,13001,Appling County,-302
2014,GA,13001,Appling County,-368
2015,GA,13001,Appling County,-854
2016,GA,13001,Appling County,-1278
2017,GA,13001,Appling County,-1369
2018,GA,13001,Appling County,-1776
2019,GA,13001,Appling County,-1893
2009,WI,55085,Oneida County,955
2010,WI,55085,Oneida County,539
2011,WI,55085,Oneida County,299
2012,WI,55085,Oneida County,359
2013,WI,55085,Oneida County,-289
2014,WI,55085,Oneida County,-586
2015,WI,55085,Oneida County,-1043
2016,WI,55085,Oneida County,-780
2017,WI,55085,Oneida County,-674
2018,WI,55085,Oneida County,-865
2019,WI,55085,Oneida County,-604
2009,MS,28095,Monroe County,-964
2010,MS,28095,Monroe County,-718
2011,MS,28095,Monroe County,-583
2012,MS,28095,Monroe County,-302
2013,MS,28095,Monroe County,-25
2014,MS,28095,Monroe County,39
2015,MS,28095,Monroe County,-295
2016,MS,28095,Monroe County,-566
2017,MS,28095,Monroe County,-333
2018,MS,28095,Monroe County,-872
2019,MS,28095,Monroe County,-492
2009,GA,13097,Douglas County,6780
2010,GA,13097,Douglas County,5191
2011,GA,13097,Douglas County,1462
2012,GA,13097,Douglas County,332
2013,GA,13097,Douglas County,-160
2014,GA,13097,Douglas County,464
2015,GA,13097,Douglas County,-68
2016,GA,13097,Douglas County,269
2017,GA,13097,Douglas County,841
2018,GA,13097,Douglas County,824
2019,GA,13097,Douglas County,1134
2009,MN,27013,Blue Earth County,1895
2010,MN,27013,Blue Earth County,2192
2011,MN,27013,Blue Earth County,1244
2012,MN,27013,Blue Earth County,1182
2013,MN,27013,Blue Earth County,1545
2014,MN,27013,Blue Earth County,1227
2015,MN,27013,Blue Earth County,970
2016,MN,27013,Blue Earth County,1481
2017,MN,27013,Blue Earth County,1554
2018,MN,27013,Blue Earth County,664
2019,MN,27013,Blue Earth County,848
2009,KS,20121,Miami County,-126
2010,KS,20121,Miami County,-361
2011,KS,20121,Miami County,-243
2012,KS,20121,Miami County,-50
2013,KS,20121,Miami County,449
2014,KS,20121,Miami County,-76
2015,KS,20121,Miami County,9
2016,KS,20121,Miami County,-364
2017,KS,20121,Miami County,-461
2018,KS,20121,Miami County,-579
2019,KS,20121,Miami County,-178
2009,GA,13313,Whitfield County,-123
2010,GA,13313,Whitfield County,787
2011,GA,13313,Whitfield County,1068
2012,GA,13313,Whitfield County,1280
2013,GA,13313,Whitfield County,932
2014,GA,13313,Whitfield County,1030
2015,GA,13313,Whitfield County,598
2016,GA,13313,Whitfield County,946
2017,GA,13313,Whitfield County,37
2018,GA,13313,Whitfield County,-96
2019,GA,13313,Whitfield County,-314
2009,MT,30047,Lake County,302
2010,MT,30047,Lake County,334
2011,MT,30047,Lake County,386
2012,MT,30047,Lake County,452
2013,MT,30047,Lake County,382
2014,MT,30047,Lake County,228
2015,MT,30047,Lake County,304
2016,MT,30047,Lake County,648
2017,MT,30047,Lake County,993
2018,MT,30047,Lake County,868
2019,MT,30047,Lake County,970
2009,GA,13299,Ware County,-469
2010,GA,13299,Ware County,-111
2011,GA,13299,Ware County,277
2012,GA,13299,Ware County,644
2013,GA,13299,Ware County,719
2014,GA,13299,Ware County,554
2015,GA,13299,Ware County,704
2016,GA,13299,Ware County,199
2017,GA,13299,Ware County,-300
2018,GA,13299,Ware County,-341
2019,GA,13299,Ware County,-76
2009,VA,51063,Floyd County,-614
2010,VA,51063,Floyd County,-375
2011,VA,51063,Floyd County,-303
2012,VA,51063,Floyd County,-365
2013,VA,51063,Floyd County,-241
2014,VA,51063,Floyd County,49
2015,VA,51063,Floyd County,-29
2016,VA,51063,Floyd County,85
2017,VA,51063,Floyd County,-17
2018,VA,51063,Floyd County,24
2019,VA,51063,Floyd County,-60
2009,TX,48389,Reeves County,287
2010,TX,48389,Reeves County,660
2011,TX,48389,Reeves County,1338
2012,TX,48389,Reeves County,857
2013,TX,48389,Reeves County,625
2014,TX,48389,Reeves County,1311
2015,TX,48389,Reeves County,1095
2016,TX,48389,Reeves County,643
2017,TX,48389,Reeves County,805
2018,TX,48389,Reeves County,843
2019,TX,48389,Reeves County,303
2009,AK,02016,Aleutians West Census Area,245
2010,AK,02016,Aleutians West Census Area,402
2011,AK,02016,Aleutians West Census Area,-403
2012,AK,02016,Aleutians West Census Area,91
2013,AK,02016,Aleutians West Census Area,-15
2014,AK,02016,Aleutians West Census Area,-67
2015,AK,02016,Aleutians West Census Area,58
2016,AK,02016,Aleutians West Census Area,224
2017,AK,02016,Aleutians West Census Area,-12
2018,AK,02016,Aleutians West Census Area,-19
2019,AK,02016,Aleutians West Census Area,132
2009,MO,29025,Caldwell County,-214
2010,MO,29025,Caldwell County,-579
2011,MO,29025,Caldwell County,-319
2012,MO,29025,Caldwell County,-632
2013,MO,29025,Caldwell County,-176
2014,MO,29025,Caldwell County,-113
2015,MO,29025,Caldwell County,-48
2016,MO,29025,Caldwell County,-73
2017,MO,29025,Caldwell County,-22
2018,MO,29025,Caldwell County,-118
2019,MO,29025,Caldwell County,-156
2009,IA,19083,Hardin County,47
2010,IA,19083,Hardin County,-69
2011,IA,19083,Hardin County,-70
2012,IA,19083,Hardin County,-218
2013,IA,19083,Hardin County,-22
2014,IA,19083,Hardin County,-370
2015,IA,19083,Hardin County,-171
2016,IA,19083,Hardin County,-129
2017,IA,19083,Hardin County,-203
2018,IA,19083,Hardin County,-144
2019,IA,19083,Hardin County,272
2009,FL,12045,Gulf County,727
2010,FL,12045,Gulf County,363
2011,FL,12045,Gulf County,113
2012,FL,12045,Gulf County,248
2013,FL,12045,Gulf County,294
2014,FL,12045,Gulf County,322
2015,FL,12045,Gulf County,594
2016,FL,12045,Gulf County,576
2017,FL,12045,Gulf County,827
2018,FL,12045,Gulf County,700
2019,FL,12045,Gulf County,915
2009,MO,29065,Dent County,-271
2010,MO,29065,Dent County,-366
2011,MO,29065,Dent County,-532
2012,MO,29065,Dent County,-322
2013,MO,29065,Dent County,-276
2014,MO,29065,Dent County,-104
2015,MO,29065,Dent County,238
2016,MO,29065,Dent County,144
2017,MO,29065,Dent County,476
2018,MO,29065,Dent County,453
2019,MO,29065,Dent County,-8
2009,GA,13163,Jefferson County,-252
2010,GA,13163,Jefferson County,326
2011,GA,13163,Jefferson County,196
2012,GA,13163,Jefferson County,186
2013,GA,13163,Jefferson County,145
2014,GA,13163,Jefferson County,-221
2015,GA,13163,Jefferson County,-351
2016,GA,13163,Jefferson County,-522
2017,GA,13163,Jefferson County,-371
2018,GA,13163,Jefferson County,-230
2019,GA,13163,Jefferson County,36
2009,GA,13277,Tift County,1481
2010,GA,13277,Tift County,317
2011,GA,13277,Tift County,190
2012,GA,13277,Tift County,-101
2013,GA,13277,Tift County,-369
2014,GA,13277,Tift County,-354
2015,GA,13277,Tift County,-755
2016,GA,13277,Tift County,-1067
2017,GA,13277,Tift County,-1368
2018,GA,13277,Tift County,-890
2019,GA,13277,Tift County,-489
2009,LA,22045,Iberia Parish,-578
2010,LA,22045,Iberia Parish,-409
2011,LA,22045,Iberia Parish,-1023
2012,LA,22045,Iberia Parish,-520
2013,LA,22045,Iberia Parish,164
2014,LA,22045,Iberia Parish,-25
2015,LA,22045,Iberia Parish,-346
2016,LA,22045,Iberia Parish,154
2017,LA,22045,Iberia Parish,-484
2018,LA,22045,Iberia Parish,-1302
2019,LA,22045,Iberia Parish,-1081
2009,NE,31001,Adams County,693
2010,NE,31001,Adams County,675
2011,NE,31001,Adams County,1013
2012,NE,31001,Adams County,1091
2013,NE,31001,Adams County,757
2014,NE,31001,Adams County,-33
2015,NE,31001,Adams County,-856
2016,NE,31001,Adams County,-910
2017,NE,31001,Adams County,-612
2018,NE,31001,Adams County,-948
2019,NE,31001,Adams County,-864
2009,WI,55035,Eau Claire County,1587
2010,WI,55035,Eau Claire County,412
2011,WI,55035,Eau Claire County,388
2012,WI,55035,Eau Claire County,1331
2013,WI,55035,Eau Claire County,1030
2014,WI,55035,Eau Claire County,941
2015,WI,55035,Eau Claire County,1674
2016,WI,55035,Eau Claire County,1247
2017,WI,55035,Eau Claire County,1554
2018,WI,55035,Eau Claire County,1552
2019,WI,55035,Eau Claire County,2671
2009,CA,06005,Amador County,210
2010,CA,06005,Amador County,-261
2011,CA,06005,Amador County,-671
2012,CA,06005,Amador County,-664
2013,CA,06005,Amador County,-522
2014,CA,06005,Amador County,240
2015,CA,06005,Amador County,518
2016,CA,06005,Amador County,624
2017,CA,06005,Amador County,504
2018,CA,06005,Amador County,499
2019,CA,06005,Amador County,60
2009,FL,12089,Nassau County,945
2010,FL,12089,Nassau County,649
2011,FL,12089,Nassau County,84
2012,FL,12089,Nassau County,251
2013,FL,12089,Nassau County,-57
2014,FL,12089,Nassau County,290
2015,FL,12089,Nassau County,907
2016,FL,12089,Nassau County,1472
2017,FL,12089,Nassau County,1319
2018,FL,12089,Nassau County,1560
2019,FL,12089,Nassau County,688
2009,SC,45081,Saluda County,-264
2010,SC,45081,Saluda County,156
2011,SC,45081,Saluda County,102
2012,SC,45081,Saluda County,-45
2013,SC,45081,Saluda County,12
2014,SC,45081,Saluda County,-100
2015,SC,45081,Saluda County,-213
2016,SC,45081,Saluda County,-409
2017,SC,45081,Saluda County,-334
2018,SC,45081,Saluda County,-256
2019,SC,45081,Saluda County,-128
2009,ED),NA,Bedford city,-610
2010,ED),NA,Bedford city,-601
2011,ED),NA,Bedford city,-394
2012,ED),NA,Bedford city,-179
2013,ED),NA,Bedford city,-524
2009,VA,51091,Highland County,-3
2010,VA,51091,Highland County,54
2011,VA,51091,Highland County,-98
2012,VA,51091,Highland County,67
2013,VA,51091,Highland County,20
2014,VA,51091,Highland County,56
2015,VA,51091,Highland County,118
2016,VA,51091,Highland County,95
2017,VA,51091,Highland County,6
2018,VA,51091,Highland County,-10
2019,VA,51091,Highland County,10
2009,MO,29167,Polk County,1057
2010,MO,29167,Polk County,1324
2011,MO,29167,Polk County,439
2012,MO,29167,Polk County,756
2013,MO,29167,Polk County,265
2014,MO,29167,Polk County,351
2015,MO,29167,Polk County,256
2016,MO,29167,Polk County,843
2017,MO,29167,Polk County,752
2018,MO,29167,Polk County,773
2019,MO,29167,Polk County,880
2009,NC,37045,Cleveland County,853
2010,NC,37045,Cleveland County,710
2011,NC,37045,Cleveland County,960
2012,NC,37045,Cleveland County,527
2013,NC,37045,Cleveland County,325
2014,NC,37045,Cleveland County,-604
2015,NC,37045,Cleveland County,-612
2016,NC,37045,Cleveland County,-350
2017,NC,37045,Cleveland County,120
2018,NC,37045,Cleveland County,486
2019,NC,37045,Cleveland County,1134
2009,NC,37155,Robeson County,-128
2010,NC,37155,Robeson County,462
2011,NC,37155,Robeson County,382
2012,NC,37155,Robeson County,118
2013,NC,37155,Robeson County,119
2014,NC,37155,Robeson County,950
2015,NC,37155,Robeson County,485
2016,NC,37155,Robeson County,-869
2017,NC,37155,Robeson County,-1289
2018,NC,37155,Robeson County,-1218
2019,NC,37155,Robeson County,-1665
2009,MO,29001,Adair County,242
2010,MO,29001,Adair County,568
2011,MO,29001,Adair County,1045
2012,MO,29001,Adair County,432
2013,MO,29001,Adair County,369
2014,MO,29001,Adair County,438
2015,MO,29001,Adair County,314
2016,MO,29001,Adair County,-333
2017,MO,29001,Adair County,160
2018,MO,29001,Adair County,227
2019,MO,29001,Adair County,192
2009,PA,42075,Lebanon County,1744
2010,PA,42075,Lebanon County,974
2011,PA,42075,Lebanon County,-483
2012,PA,42075,Lebanon County,479
2013,PA,42075,Lebanon County,224
2014,PA,42075,Lebanon County,180
2015,PA,42075,Lebanon County,774
2016,PA,42075,Lebanon County,583
2017,PA,42075,Lebanon County,492
2018,PA,42075,Lebanon County,1129
2019,PA,42075,Lebanon County,706
2009,FL,12065,Jefferson County,-756
2010,FL,12065,Jefferson County,-793
2011,FL,12065,Jefferson County,-669
2012,FL,12065,Jefferson County,-326
2013,FL,12065,Jefferson County,102
2014,FL,12065,Jefferson County,304
2015,FL,12065,Jefferson County,692
2016,FL,12065,Jefferson County,680
2017,FL,12065,Jefferson County,556
2018,FL,12065,Jefferson County,575
2019,FL,12065,Jefferson County,463
2009,WA,53007,Chelan County,-976
2010,WA,53007,Chelan County,-881
2011,WA,53007,Chelan County,-1076
2012,WA,53007,Chelan County,-1429
2013,WA,53007,Chelan County,-1651
2014,WA,53007,Chelan County,-1452
2015,WA,53007,Chelan County,-1298
2016,WA,53007,Chelan County,-1543
2017,WA,53007,Chelan County,-1314
2018,WA,53007,Chelan County,-699
2019,WA,53007,Chelan County,-733
2009,TX,48105,Crockett County,-165
2010,TX,48105,Crockett County,-209
2011,TX,48105,Crockett County,122
2012,TX,48105,Crockett County,44
2013,TX,48105,Crockett County,124
2014,TX,48105,Crockett County,92
2015,TX,48105,Crockett County,175
2016,TX,48105,Crockett County,120
2017,TX,48105,Crockett County,49
2018,TX,48105,Crockett County,-189
2019,TX,48105,Crockett County,-217
2009,FL,12075,Levy County,1112
2010,FL,12075,Levy County,1421
2011,FL,12075,Levy County,1037
2012,FL,12075,Levy County,1204
2013,FL,12075,Levy County,1328
2014,FL,12075,Levy County,1160
2015,FL,12075,Levy County,864
2016,FL,12075,Levy County,623
2017,FL,12075,Levy County,657
2018,FL,12075,Levy County,485
2019,FL,12075,Levy County,386
2009,FL,12121,Suwannee County,809
2010,FL,12121,Suwannee County,344
2011,FL,12121,Suwannee County,-263
2012,FL,12121,Suwannee County,-155
2013,FL,12121,Suwannee County,289
2014,FL,12121,Suwannee County,382
2015,FL,12121,Suwannee County,48
2016,FL,12121,Suwannee County,874
2017,FL,12121,Suwannee County,154
2018,FL,12121,Suwannee County,368
2019,FL,12121,Suwannee County,533
2009,SC,45089,Williamsburg County,30
2010,SC,45089,Williamsburg County,-203
2011,SC,45089,Williamsburg County,-217
2012,SC,45089,Williamsburg County,141
2013,SC,45089,Williamsburg County,-283
2014,SC,45089,Williamsburg County,-499
2015,SC,45089,Williamsburg County,-550
2016,SC,45089,Williamsburg County,-363
2017,SC,45089,Williamsburg County,-699
2018,SC,45089,Williamsburg County,-225
2019,SC,45089,Williamsburg County,-263
2009,AL,01033,Colbert County,1447
2010,AL,01033,Colbert County,1147
2011,AL,01033,Colbert County,624
2012,AL,01033,Colbert County,853
2013,AL,01033,Colbert County,441
2014,AL,01033,Colbert County,-273
2015,AL,01033,Colbert County,358
2016,AL,01033,Colbert County,-99
2017,AL,01033,Colbert County,-1147
2018,AL,01033,Colbert County,-833
2019,AL,01033,Colbert County,-1349
2009,FL,12059,Holmes County,404
2010,FL,12059,Holmes County,215
2011,FL,12059,Holmes County,357
2012,FL,12059,Holmes County,415
2013,FL,12059,Holmes County,209
2014,FL,12059,Holmes County,115
2015,FL,12059,Holmes County,109
2016,FL,12059,Holmes County,464
2017,FL,12059,Holmes County,485
2018,FL,12059,Holmes County,530
2019,FL,12059,Holmes County,410
2009,GA,13177,Lee County,1589
2010,GA,13177,Lee County,167
2011,GA,13177,Lee County,337
2012,GA,13177,Lee County,470
2013,GA,13177,Lee County,332
2014,GA,13177,Lee County,519
2015,GA,13177,Lee County,798
2016,GA,13177,Lee County,379
2017,GA,13177,Lee County,180
2018,GA,13177,Lee County,53
2019,GA,13177,Lee County,-152
2009,TX,48301,Loving County,-4
2010,TX,48301,Loving County,-12
2011,TX,48301,Loving County,-16
2012,TX,48301,Loving County,-151
2013,TX,48301,Loving County,-157
2014,TX,48301,Loving County,-87
2015,TX,48301,Loving County,-110
2016,TX,48301,Loving County,-100
2017,TX,48301,Loving County,5
2018,TX,48301,Loving County,5
2019,TX,48301,Loving County,-33
2009,VA,51095,James City County,1951
2010,VA,51095,James City County,1310
2011,VA,51095,James City County,652
2012,VA,51095,James City County,227
2013,VA,51095,James City County,25
